"USCS_symbol_rep_or_calc","test_id","prim_source","test_name","sample_name","borehole","top","bottom","grain_size_curve","mass_fraction_of_gravel_in_soil","mass_fraction_of_sand_in_soil","mass_fraction_of_silt_in_soil","mass_fraction_of_clay_in_soil","mass_fraction_of_fines_in_soil","loss_on_ignition","LL","PL","IP","D10","D50","D60","USCS_symbol_rpt","soil_description","ground_ice_description","soil_group","USCS_symbol_calc","class","sample_mass_init","mass_of_dry_sample","gravimetric_wc_init","gravimetric_wc_fin","sample_volume_init","solid_grain_density_rep","solid_grain_density_rpt_or_asm","initial_degree_of_saturation_rep","frozen_void_ratio_rep","sample_height_ave_or_typ","sample_diameter_ave_or_typ","frozen_bulk_density_rep","frozen_dry_density_calc","final_bulk_density_rep","reported_test_result_type","sigma_v_1","sigma_v_2","sigma_v_3","sigma_v_4","sigma_v_5","sigma_v_6","sigma_v_7","delta_h_1","delta_h_2","delta_h_3","delta_h_4","delta_h_5","delta_h_6","delta_h_7","epsilon_1","epsilon_2","epsilon_3","epsilon_4","epsilon_5","epsilon_6","epsilon_7","e_1","e_2","e_3","e_4","e_5","e_6","e_7","data_quality_flag","note","source_id","data_source","volumetric_wc_calc","frozen_void_ratio_calc","loading_steps_count","sigma_v_min","sigma_v_max","epsilon_1_calc","epsilon_2_calc","epsilon_3_calc","epsilon_4_calc","epsilon_5_calc","epsilon_6_calc","epsilon_7_calc","e_1_calc","e_2_calc","e_3_calc","e_4_calc","e_5_calc","e_6_calc","e_7_calc","phase_change_strain","num_of_swelling_loading_step","swelling_flag","ave_depth","depth_interval_start","depth_interval_end","in_situ_sigma_v","A0","a0","R_sq","Cc","sigma_v_th_init","R_sq_semilog","ice_level","e_th","excess_water_strain","sigma_v_th","soil_compression_strain_at_100_kpa","total_strain_at_100_kpa","epsilon_sigma_v_e_logP_100","epsilon_sigma_v_e_logP_50","epsilon_sigma_v_e_logP_in_situ","group_speer","group_nixon","group_ladanyi","speer_strain","nixon_strain","ladanyi_strain","group_luscher","input_limits","slope_1","intercept_1","slope_2","intercept_2","luscher_strain","slope_1_luscher","slope_2_luscher","intercept_1_luscher","intercept_2_luscher","group_nelson","FDD_min","FDD_max","a1","a2","a3","a4","a5","a6","gs","FDD","porosity","nelson_strain","group_hanna","hanna_strain","slope_1_hanna","slope_2_hanna","intercept_1_hanna","intercept_2_hanna"
"CH","NESCL-270","NESCL","ZAMA-7-1-7_1","ZAMA-7-1-7","ZAMA-7-1",2.5,2.56,FALSE,0,0,37,63,100,NA,"58","24","34",NA,NA,NA,"CH","CALY, high plastic, light grey","Vr Vs Vc","Fine-grained",NA,NA,NA,NA,52,NA,NA,2.69,2.69,NA,1.565,NA,NA,1593.8,1048.55,NA,"e-sigma_v & strain-sigma_v ",1.55,3.02,9.29,18.43,46.35,96.31,NA,NA,NA,NA,NA,NA,NA,NA,11.2,13,17.2,19.7,24.2,27.7,NA,1.277,1.231,1.125,1.06,0.945,0.854,NA,"2","","NESCL_1977c","Canadian Arctic Gas Study Limited. and Northern Engineering Services Company.: Thaw-Settlement Test Data, Fort Simpson to Zama Lake, Northern Engineering Services, Calgary, 1977.",54.5247368421053,1.56544108420128,6,1.55,96.31,11.2,13,17.2,19.7,24.2,27.7,NA,1.278,1.232,1.124,1.06,0.945,0.855,NA,5.04,0,FALSE,2.53,0,2.53,39.55700034,18.5576031378137,0.0988713798904901,0.946234965637962,-0.236934732308145,0.397020288996659,0.991695974864526,"Ice-rich",1.34112927566168,3.7,1,18.47,27.21,27.2148628731135,24.4346602062659,23.494965422035,"YES","NO","NO",26.1488718182822,32.1753018857859,25.2697312914131,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1048.55263157895,0.610203482684406,12.7657125211851,"High Plastic Soil",27.800757368421,1.587,NA,-58.73,NA
"CH","NESCL-271","NESCL","ZAMA-7-1-7_2","ZAMA-7-1-7","ZAMA-7-1",2.71,2.77,FALSE,0,0,37,63,100,NA,"58","24","34",NA,NA,NA,"CH","CALY, high plastic, light grey","Vr Vs Vc","Fine-grained",NA,NA,NA,NA,54.5,NA,NA,2.685,2.685,NA,1.508,NA,NA,1654.7,1071,NA,"e-sigma_v & strain-sigma_v ",4.99,18.91,39.01,76.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,15.5,18.5,23,NA,NA,NA,1.187,1.119,1.045,0.93,NA,NA,NA,"2","","NESCL_1977c","Canadian Arctic Gas Study Limited. and Northern Engineering Services Company.: Thaw-Settlement Test Data, Fort Simpson to Zama Lake, Northern Engineering Services, Calgary, 1977.",58.3696763754045,1.50699522572067,4,4.99,76.22,12.8,15.5,18.5,23,NA,NA,NA,1.186,1.118,1.043,0.93,NA,NA,NA,4.97,0,FALSE,2.74,0,2.53,41.06849571,13.2042240158555,0.129620754081062,0.996897301299226,-0.207649279768342,0.713092227360719,0.921268552838217,"Ice-rich",1.35207023820227,1.21,1,16.57,22.75,22.7452984834133,20.2519286856976,19.5440709965426,"YES","NO","NO",22.3315121461057,28.3353348504997,21.6935429833575,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1071.00323624595,0.601116113129998,11.0616108647305,"High Plastic Soil",33.902676407767,1.587,NA,-58.73,NA
"CH","NESCL-272","NESCL","ZAMA-13-1-3","ZAMA-13-1-3","ZAMA-13-1",1.31,1.37,FALSE,1,4,34,61,95,NA,"67","31","36",NA,NA,NA,"CH","Clay, silty, trace organics, high plastic, stiff to dense, dark grey brown, wearhered pods, vertical strtations, trace fine sand, coarse gravel, salt pokets","Vr (<1%)","Fine-grained",NA,NA,NA,NA,33.3,NA,NA,2.65,2.65,NA,0.968,NA,NA,1794.1,1345.91,NA,"e-sigma_v & strain-sigma_v ",1.44,9.26,18.43,37.35,73.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,0.4,2.1,4.7,8.3,NA,NA,0.994,0.96,0.927,0.875,0.804,NA,NA,"1","Potentially swelling","NESCL_1977c","Canadian Arctic Gas Study Limited. and Northern Engineering Services Company.: Thaw-Settlement Test Data, Fort Simpson to Zama Lake, Northern Engineering Services, Calgary, 1977.",44.8188522130533,0.968925923861546,5,1.44,73.79,-1.3,0.4,2.1,4.7,8.3,NA,NA,0.995,0.961,0.928,0.876,0.806,NA,NA,4.06,3,TRUE,1.34,0,1.34,23.58416214,0.272929545122337,0.110220046034059,0.992298794081868,-0.104970787552809,24.9708042817179,0.860142887186357,"Ice-poor",0.888922865928024,0,24.9708042817179,3.21,7.27,7.27579631116435,5.67089308250998,3.93100184957887,"YES","NO","NO",14.0975433494821,20.337930091046,14.1842355121404,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1345.91147786947,0.492108876275673,2.23301225935759,"High Plastic Soil",12.3975184621155,1.587,NA,-58.73,NA
"CI","NESCL-273","NESCL","ZAMA-13-1-6","ZAMA-13-1-6","ZAMA-13-1",2.9,2.99,FALSE,5,35,37,23,60,NA,"38","19","19",NA,NA,NA,"CI","Clay, trace carbon specks, medium plastic, solidified, stratified vertically, red brown","Vr (<1%)","Fine-grained",NA,NA,NA,NA,21.7,NA,NA,2.7,2.7,NA,0.724,NA,NA,1906.2,1566.31,NA,"e-sigma_v & strain-sigma_v ",4.9,20.38,39.13,76.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,3.5,5.3,7.2,NA,NA,NA,0.716,0.664,0.633,0.599,NA,NA,NA,"2","","NESCL_1977c","Canadian Arctic Gas Study Limited. and Northern Engineering Services Company.: Thaw-Settlement Test Data, Fort Simpson to Zama Lake, Northern Engineering Services, Calgary, 1977.",33.9889400164339,0.723796033994334,4,4.9,76.67,0.4,3.5,5.3,7.2,NA,NA,NA,0.717,0.663,0.632,0.6,NA,NA,NA,3.47,1,TRUE,2.945,1.34,2.945,30.01321431,2.44778569840716,0.0635676524069506,0.969759508961323,-0.0974949455361412,18.0288676103019,0.995941971712397,"Ice-poor",0.664033058710398,0,18.0288676103019,4.21,7.68,7.67505482990449,5.97248083314235,4.71882407927135,"YES","NO","NO",7.92762573112265,14.5189276175808,8.67965539910082,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1566.31059983566,0.419884963023829,1.34762583050324,"High Plastic Soil",-4.78955219391948,1.587,NA,-58.73,NA
"CH","NESCL-274","NESCL","ZAMA-13-2-3_1","ZAMA-13-2-3","ZAMA-13-2",1.92,2.04,FALSE,0,3,43,54,97,NA,"67","30","37",NA,NA,NA,"CH","CLAY, silty, trace sand sizes, high plastic, very stif to dense, very dry","Vr (<1%)","Fine-grained",NA,NA,NA,NA,30.3,NA,NA,2.64,2.64,NA,0.939,NA,NA,1773.2,1360.86,NA,"e-sigma_v & strain-sigma_v ",5.07,18.98,39.15,76.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.8,3.9,7,NA,NA,NA,0.931,0.905,0.864,0.804,NA,NA,NA,"2","","NESCL_1977c","Canadian Arctic Gas Study Limited. and Northern Engineering Services Company.: Thaw-Settlement Test Data, Fort Simpson to Zama Lake, Northern Engineering Services, Calgary, 1977.",41.2340445126631,0.939950372208437,4,5.07,76.49,0.5,1.8,3.9,7,NA,NA,NA,0.93,0.905,0.864,0.804,NA,NA,NA,4,3,TRUE,1.98,0,1.98,34.44228216,0.112990639129341,0.0912594848842625,0.997416268161109,-0.102401340162491,31.3232997768117,0.881750939096764,"Ice-poor",0.862339791016914,0,31.3232997768117,2.66,6.66,6.6617386690953,5.07273539217084,4.21825308226766,"YES","NO","NO",15.2904031281241,21.4774608760008,15.2585489109955,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1360.85955487337,0.484522895881299,2.35115801284282,"High Plastic Soil",6.70842864159632,1.587,NA,-58.73,NA
"CH","NESCL-275","NESCL","ZAMA-13-2-3_2","ZAMA-13-2-3","ZAMA-13-2",2.1,2.16,FALSE,0,3,43,54,97,NA,"67","30","37",NA,NA,NA,"CH","CLAY, silty, trace sand sizes, high plastic, very stif to dense, very dry","Vr (<1%)","Fine-grained",NA,NA,NA,NA,31.3,NA,NA,2.64,2.64,NA,0.947,NA,NA,1779.7,1355.45,NA,"e-sigma_v & strain-sigma_v ",1.44,10.52,18.35,37.27,75.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,-0.2,0.8,2.8,6.2,NA,NA,0.98,0.951,0.932,0.893,0.826,NA,NA,"1","Potentially swelling","NESCL_1977c","Canadian Arctic Gas Study Limited. and Northern Engineering Services Company.: Thaw-Settlement Test Data, Fort Simpson to Zama Lake, Northern Engineering Services, Calgary, 1977.",42.4254455445545,0.947699050401753,5,1.44,75.19,-1.7,-0.2,0.8,2.8,6.2,NA,NA,0.981,0.952,0.932,0.893,0.827,NA,NA,4.02,4,TRUE,2.13,0,1.98,34.56853686,-1.05220948909971,0.097706346539297,0.99633514361088,-0.0827009463612484,56.6612338314758,0.824024865681072,"Ice-poor",0.869448670093351,0,56.6612338314758,1.05,5.07,5.06514901830423,3.78695023706035,3.10634958134038,"YES","NO","NO",14.9179182632269,21.1210414712882,14.9226677163007,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1355.44554455446,0.486573657365737,2.25956264574265,"High Plastic Soil",8.59918207920793,1.587,NA,-58.73,NA
"CH","NESCL-276","NESCL","ZAMA-15-1-4_1","ZAMA-15-1-4","ZAMA-15-1",1.62,1.68,FALSE,0,0,27,73,100,NA,"38","28","10",NA,NA,NA,"CH","CLAY, silty, trace organics, high plastic, hard, grey brown, infrequent coarse sand-fine gravel","Vr Vs (5% to 10%)","Fine-grained",NA,NA,NA,NA,34.8,NA,NA,2.62,2.62,NA,0.985,NA,NA,1778,1318.99,NA,"e-sigma_v & strain-sigma_v ",4.9,20.38,39.13,76.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,9.1,11.9,15.6,NA,NA,NA,0.869,0.805,0.749,0.676,NA,NA,NA,"2","","NESCL_1977c","Canadian Arctic Gas Study Limited. and Northern Engineering Services Company.: Thaw-Settlement Test Data, Fort Simpson to Zama Lake, Northern Engineering Services, Calgary, 1977.",45.9008902077151,0.98636670416198,4,4.9,76.67,5.8,9.1,11.9,15.6,NA,NA,NA,0.871,0.806,0.75,0.676,NA,NA,NA,4.1,0,FALSE,1.65,0,1.65,28.779597,7.06812901067319,0.113053407019977,0.987813449738377,-0.158494796218092,3.58205174762899,0.95134896236518,"Ice-poor",0.904923581799981,0,3.58205174762899,11.54,15.64,15.6368760423933,13.2349183515839,11.320842212335,"YES","NO","NO",15.0152058440636,21.2140805106161,15.0103579091877,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1318.99109792285,0.496568283235554,2.27550126049225,"High Plastic Soil",14.1147127596439,1.587,NA,-58.73,NA
"CH","NESCL-277","NESCL","ZAMA-15-1-4_2","ZAMA-15-1-4","ZAMA-15-1",1.98,2.04,FALSE,0,0,27,73,100,NA,"68","28","40",NA,NA,NA,"CH","CLAY, silty, trace organics, high plastic, hard, grey brown, infrequent coarse sand-fine gravel","Vr Vs (5% to 10%)","Fine-grained",NA,NA,NA,NA,32.2,NA,NA,2.62,2.62,NA,0.915,NA,NA,1808.5,1368,NA,"e-sigma_v & strain-sigma_v ",1.44,9.26,18.43,37.46,75.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,2.8,4.2,6.3,9,NA,NA,0.931,0.862,0.835,0.794,0.742,NA,NA,"1","Potentially swelling","NESCL_1977c","Canadian Arctic Gas Study Limited. and Northern Engineering Services Company.: Thaw-Settlement Test Data, Fort Simpson to Zama Lake, Northern Engineering Services, Calgary, 1977.",44.0496974281392,0.915200442355544,5,1.44,75.35,-0.8,2.8,4.2,6.3,9,NA,NA,0.931,0.862,0.835,0.795,0.743,NA,NA,3.95,2,TRUE,2.01,0,1.65,29.27328525,2.89199895094555,0.0824748792072794,0.986379613206646,-0.105842586588304,12.8069860506261,0.97314427925163,"Ice-poor",0.83963343335371,0,12.8069860506261,4.93,8.88,8.87829441506905,7.21466732533456,5.92977587116835,"YES","NO","NO",13.2837267686604,19.5635247900635,13.4534242608355,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1368.00302571861,0.477861440565417,1.3966293521199,"High Plastic Soil",11.1768698184569,1.587,NA,-58.73,NA
"ML","ODS_001","ODS","C01","15-CH-1","Inuvik test site 1",1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,"clayey silt","Vr","Fine-grained","ML",NA,NA,NA,266,127,NA,2.66,2.66,NA,NA,101.6,89,1051,287.16,1506,"strain-sigma_v",12,17.8,23.9,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,54.2,55.3,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","Watson_1973","Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973.",76.3841530054645,8.26317792578497,4,12,36.9,51.3,54.2,55.3,56.7,NA,NA,NA,3.511,3.243,3.141,3.011,NA,NA,NA,7.37,0,FALSE,1.475,0,1.475,15.20770725,52.0661553010403,0.127245980876326,0.981496069052431,-1.00492691814426,0.000967626547526064,0.952248413503219,"Ice-rich",4.55175378359682,32.7,1,21.7,61.77,61.7636627981735,58.4979029451806,52.8901836547846,"YES","YES","YES",68.5362550451079,NA,NA,"Silt",1353.9,-0.06193,88.15101,0,4.3,23.06258,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,287.158469945355,0.892045687990468,94.8976092344601,"Low Plastic Fines",61.8224071038251,0.6111,1.615,-19.8611,-61.538
"ML","ODS_002","ODS","C02","15-CH-1","Inuvik test site 1",1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,"clayey silt","Vr","Fine-grained","ML",NA,NA,NA,189,127,NA,2.66,2.66,NA,NA,101.6,89,1112,384.78,1259,"strain-sigma_v",19.2,29.5,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,29.4,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","Watson_1973","Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973.",72.722491349481,5.91312949640288,3,19.2,39.3,27.3,29.4,30.5,NA,NA,NA,NA,4.026,3.881,3.805,NA,NA,NA,NA,7.07,0,FALSE,1.475,0,1.475,16.090362,24.385547893226,0.159583594549114,0.973298934472624,-0.71566511995118,0.210877726873115,0.995925727481861,"Ice-rich",4.94112180431974,7,1,20.7,34.77,34.7648331083055,31.648492410972,26.5509963572411,"YES","YES","YES",62.7928920646698,NA,75.6887165224122,"Silt",1353.9,-0.06193,88.15101,0,4.3,19.28485,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,384.77508650519,0.855347711840154,85.8274265955601,"Low Plastic Fines",55.9088235294118,0.6111,1.615,-19.8611,-61.538
"ML","ODS_003","ODS","C03","15-CH-1","Inuvik test site 1",1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,"clayey silt","Vr","Fine-grained","ML",NA,NA,NA,200.5,148,NA,2.66,2.66,NA,NA,101.6,89,1073,357.07,1224,"strain-sigma_v",19.2,29.4,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,26.5,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","Watson_1973","Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973.",71.5928452579035,6.44948741845294,3,19.2,39.3,24.8,26.5,27.7,NA,NA,NA,NA,4.602,4.475,4.386,NA,NA,NA,NA,7.15,0,FALSE,1.475,0,1.475,15.52604175,22.1026581526582,0.144391644391644,0.991814191578713,-0.693734262458595,0.244562374957118,0.999938524538023,"Ice-rich",5.49266587456919,5.69,1,18.63,31.47,31.469145957532,28.6658011058773,23.9358910812533,"YES","YES","YES",66.4273284005764,NA,NA,"Silt",1353.9,-0.06193,88.15101,0,4.3,21.70012,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,357.071547420965,0.865762576157532,89.9133593569522,"Low Plastic Fines",54.0844450915141,0.6111,1.615,-19.8611,-61.538
"ML","ODS_005","ODS","C05","15-CH-1","Inuvik test site 1",1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,"clayey silt","Vr","Fine-grained","ML",NA,NA,NA,220,154,NA,2.66,2.66,NA,NA,101.6,89,1048,327.5,1243,"strain-sigma_v",1.2,4.6,9,19.7,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,22.6,25.7,30.1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","Watson_1973","Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973.",72.05,7.12213740458015,5,1.2,33.5,17.1,22.6,25.7,30.1,33,NA,NA,5.733,5.287,5.035,4.677,4.442,NA,NA,7.24,0,FALSE,1.475,0,1.475,15.164298,23.5083607680241,0.293808966172474,0.963958728763502,-0.894761949691858,0.168861135583335,0.993798557090939,"Ice-rich",5.84289398664173,8.51,1,22.03,37.78,37.782755504624,34.4665079158533,28.7584188031878,"YES","YES","YES",68.827250955497,NA,NA,"Silt",1353.9,-0.06193,88.15101,0,4.3,23.24837,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,327.5,0.87687969924812,93.0862531115253,"Low Plastic Fines",54.82275,0.6111,1.615,-19.8611,-61.538
"MH","ODS_006","ODS","C06","15-CH-1","Inuvik test site 1",1.73,2.29,TRUE,0,7,NA,NA,93,NA,"55.2","30.2","25",NA,NA,NA,"MH","clayey silt","Vr","Fine-grained",NA,NA,NA,NA,125,39.3,NA,2.66,2.66,NA,NA,101.6,89,1258,559.11,1837,"strain-sigma_v",26.3,39.2,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,56.7,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","Watson_1973","Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973.",69.8888888888889,3.75755166931638,3,26.3,52.7,55.3,56.7,57.6,NA,NA,NA,NA,1.127,1.06,1.017,NA,NA,NA,NA,6.52,0,FALSE,2.01,0,1.475,18.2029455,53.1070006312045,0.0869627589372811,0.981082341211785,-0.365661946500852,1.17905624264062e-05,0.998415417791972,"Ice-rich",1.64514282953389,37.88,1,15.37,59.77,59.773028869549,57.4593343093919,54.086531773468,"YES","YES","YES",50.2345424872743,61.4746092051309,51.213168245602,"Silt",1353.9,-0.06193,88.15101,0,4.3,10.24307,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,559.111111111111,0.789807852965748,64.1400846626173,"High Plastic Soil",52.1836666666667,1.587,NA,-58.73,NA
"MH","ODS_007","ODS","C07","15-CH-1","Inuvik test site 1",1.73,2.29,TRUE,0,7,NA,NA,93,NA,"55.2","30.2","25",NA,NA,NA,"MH","clayey silt","Vr","Fine-grained",NA,NA,NA,NA,100.2,34.4,NA,2.66,2.66,NA,NA,101.6,89,1333,665.83,1866,"strain-sigma_v",1.1,8.2,14.5,26.8,40.7,52.7,NA,NA,NA,NA,NA,NA,NA,NA,39.8,44,46.1,50.1,51.3,51.9,NA,NA,NA,NA,NA,NA,NA,NA,"2","","Watson_1973","Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973.",66.7165834165834,2.9949887471868,6,1.1,52.7,39.8,44,46.1,50.1,51.3,51.9,NA,1.405,1.237,1.153,0.993,0.946,0.922,NA,6.19,0,FALSE,2.01,0,1.475,19.28817675,48.2977738536934,0.0699390885101476,0.978314630945533,-0.300980367830285,5.04194795231961e-05,0.951498629909724,"Ice-rich",1.45426257146454,32.37,1,15.07,53.63,53.634366627232,51.3664223461199,48.2497876454497,"YES","YES","YES",44.339418206189,52.8682626315439,43.9704374870996,"Silt",1353.9,-0.06193,88.15101,0,4.3,5.59832,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,665.834165834166,0.749686403821742,51.6959504541558,"High Plastic Soil",47.1492178821179,1.587,NA,-58.73,NA
"MH","ODS_008","ODS","C08","15-CH-1","Inuvik test site 1",1.73,2.29,TRUE,0,7,NA,NA,93,NA,"55.2","30.2","25",NA,NA,NA,"MH","clayey silt","Vr","Fine-grained",NA,NA,NA,NA,117.5,39.5,NA,2.66,2.66,NA,NA,101.6,89,1243,571.49,1826,"strain-sigma_v",26.3,38.5,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7,55.1,56.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","Watson_1973","Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973.",67.1505747126437,3.65446500402253,3,26.3,52.7,53.7,55.1,56.3,NA,NA,NA,NA,1.155,1.09,1.034,NA,NA,NA,NA,6.49,0,FALSE,2.01,0,1.475,17.98589925,51.1908538913924,0.0981058580921091,0.992259643459179,-0.400569192120895,8.59942309409239e-05,0.999836437901488,"Ice-rich",1.72419384589982,34.99,1,17.21,58.69,58.6836411919293,56.0929386715952,52.2714923422998,"YES","YES","YES",51.4556686845911,63.5295576160881,52.8569603179786,"Silt",1353.9,-0.06193,88.15101,0,4.3,11.17202,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,571.494252873563,0.785152536513698,64.4681932737518,"High Plastic Soil",47.8379620689656,1.587,NA,-58.73,NA
"MH","ODS_009","ODS","C09","15-CH-1","Inuvik test site 1",1.73,2.29,TRUE,0,7,NA,NA,93,NA,"55.2","30.2","25",NA,NA,NA,"MH","clayey silt","Vr","Fine-grained",NA,NA,NA,NA,196,33.9,NA,2.66,2.66,NA,NA,101.6,89,1131,382.09,1592,"strain-sigma_v",1.1,5,9.4,17.3,33.6,65.1,NA,NA,NA,NA,NA,NA,NA,NA,57.3,61.5,62.6,64.8,66.4,67.8,NA,NA,NA,NA,NA,NA,NA,NA,"2","","Watson_1973","Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973.",74.8905405405405,5.96162687886826,6,1.1,65.1,57.3,61.5,62.6,64.8,66.4,67.8,NA,1.973,1.68,1.604,1.45,1.339,1.242,NA,7.07,0,FALSE,2.01,0,1.475,16.36528725,64.0022750495374,0.0602859900981714,0.952358118725403,-0.417195349443572,4.45845682207758e-09,0.995856200444678,"Ice-rich",1.98546109416441,50.04,1,11.99,69.1,69.1010386981992,67.2970305774071,64.3902518306342,"YES","YES","YES",61.0681963317605,NA,70.0342056675899,"Silt",1353.9,-0.06193,88.15101,0,4.3,18.10818,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,382.094594594595,0.856355415565942,84.908525774821,"High Plastic Soil",60.1212878378378,1.587,NA,-58.73,NA
